FromNodeId ToNodeId Weight
27 274 -223
27 275 -413
27 276 -266
27 278 -434
27 279 -224
27 280 -171
27 281 -356
27 282 -132
27 283 -635
27 284 -261
27 285 -200
27 286 -176
27 288 -180
27 289 -281
27 290 -110
27 292 -189
27 293 -328
27 294 -58
27 295 -160
27 298 -45
27 299 -289
27 301 -454
27 302 -415
27 303 -264
27 304 -255
27 305 -225
27 306 -400
27 307 -390
27 308 -130
27 309 -175
27 310 -284
27 311 -477
27 312 -255
27 313 -395
27 314 -247
27 315 -142
27 316 -451
27 317 -223
27 319 -230
27 321 -219
27 322 -1338
27 323 -42
27 324 -292
27 325 -443
27 326 -52
27 328 -392
27 330 -162
27 331 -435
27 333 -257
27 336 -65
27 337 -533
27 338 -918
27 339 -210
27 341 -223
27 342 -60
27 344 -370
27 345 -517
27 346 -461
27 347 -415
27 348 -420
27 349 -248
27 351 -445
27 354 -230
27 355 -67
27 356 -375
27 357 -226
27 360 -425
27 361 -207
27 364 -285
27 365 -317
27 366 -225
27 367 -335
27 368 -357
27 369 -425
27 370 -417
27 372 -409
27 373 -444
27 374 -484
27 376 -148
27 377 -248
27 378 -430
27 379 -287
27 380 -293
27 381 -190
27 382 -363
27 383 -405
27 388 -280
27 389 -309
27 390 -272
27 391 -1226
27 393 -185
27 394 -417
27 395 -237
27 396 -246
27 398 -267
27 399 -426
27 400 -388
27 401 -385
27 402 -135
27 404 -370
27 405 -293
27 406 -181
27 407 -229
27 408 -140
27 409 -366
27 411 -337
27 412 -438
27 413 -320
27 414 -303
27 415 -165
27 416 -114
27 417 -230
27 418 -187
27 419 -345
27 420 -230
27 421 -240
27 422 -391
27 423 -289
27 424 -349
27 427 -225
27 428 -453
27 429 -619
27 430 -280
27 432 -305
27 433 -734
27 435 -297
27 436 -226
27 437 -373
27 438 -238
27 439 -858
27 440 -145
27 441 -190
27 443 -331
27 444 -277
27 445 -168
27 447 -160
27 448 -468
27 449 -190
27 450 -275
27 451 -317
27 452 -410
27 453 -609
27 455 -414
0 6 -1121
0 57 -74
0 70 -1119
0 74 -400
0 94 -533
0 100 -285
0 113 -80
0 138 -233
0 154 -252
0 166 -446
0 178 -403
0 230 -488
0 235 -219
0 242 -493
0 246 -343
0 262 -229
0 269 -412
0 275 -997
0 280 -364
0 294 -444
0 307 -646
0 308 -1268
0 309 -400
0 313 -1044
0 324 -523
0 342 -1135
0 347 -207
0 364 -290
0 367 -565
0 378 -172
0 401 -722
0 402 -999
0 413 -356
0 416 -346
0 434 -650
0 451 -220
57 0 -84
57 1 -327
57 2 -331
57 3 -377
57 4 -279
57 6 -397
57 7 -261
57 8 -393
57 9 -385
57 10 -280
57 12 -1095
57 13 -312
57 14 -362
57 15 -290
57 16 -367
57 17 -245
57 19 -361
57 23 -317
57 24 -430
57 25 -600
57 26 -315
57 27 -359
57 28 -464
57 31 -1512
57 32 -356
57 33 -349
57 34 -1150
57 35 -178
57 36 -327
57 39 -706
57 40 -330
57 43 -406
57 44 -1115
57 45 -270
57 46 -365
57 49 -297
57 50 -408
57 52 -333
57 53 -299
57 54 -511
57 55 -444
57 58 -170
57 59 -491
57 60 -259
57 61 -66
57 62 -380
57 63 -296
57 64 -316
57 65 -320
57 66 -446
57 67 -355
57 68 -354
57 69 -1235
57 70 -415
57 71 -403
57 72 -255
57 73 -670
57 74 -197
57 75 -367
57 76 -317
57 78 -307
57 81 -335
57 82 -221
57 83 -749
57 84 -410
57 86 -325
57 88 -93
57 89 -494
57 90 -385
57 91 -290
57 92 -49
57 93 -736
57 94 -220
57 95 -310
57 96 -1207
57 97 -522
57 98 -489
57 99 -430
57 100 -140
57 101 -285
57 102 -309
57 106 -291
57 109 -300
57 110 -327
57 111 -295
57 112 -322
57 113 -45
57 114 -334
57 115 -280
57 116 -247
57 118 -351
57 119 -754
57 121 -265
57 122 -309
57 123 -391
57 124 -360
57 125 -283
57 126 -325
57 127 -299
57 129 -325
57 132 -418
57 133 -277
57 134 -420
57 136 -420
57 137 -523
57 138 -73
57 139 -412
57 140 -493
57 141 -145
57 142 -396
57 143 -300
57 145 -245
57 146 -686
57 148 -1325
57 149 -297
57 150 -405
57 151 -300
57 152 -266
57 153 -313
57 154 -98
57 157 -294
57 158 -1267
57 159 -367
57 162 -429
57 163 -393
57 164 -252
57 166 -285
57 167 -450
57 168 -417
57 169 -351
57 170 -360
57 171 -316
57 173 -317
57 176 -541
57 178 -243
57 180 -382
57 182 -264
57 183 -765
57 184 -319
57 185 -372
57 186 -369
57 189 -487
57 190 -372
57 191 -433
57 192 -265
57 193 -415
57 198 -486
57 199 -316
57 200 -529
57 201 -308
57 203 -82
57 204 -275
57 206 -293
57 207 -61
57 209 -258
57 210 -620
57 211 -367
57 212 -332
57 214 -1448
57 217 -368
57 219 -580
57 221 -330
57 222 -384
57 223 -339
57 224 -385
57 227 -292
57 228 -255
57 229 -345
57 230 -158
57 233 -470
57 234 -1127
57 235 -44
57 237 -358
57 238 -282
57 239 -684
57 240 -290
57 241 -380
57 242 -213
57 243 -295
57 245 -479
57 246 -188
57 247 -319
57 248 -349
57 251 -309
57 252 -406
57 255 -516
57 256 -330
57 257 -368
57 259 -370
57 260 -261
57 261 -305
57 262 -54
57 263 -1730
57 264 -318
57 266 -421
57 267 -361
57 268 -284
57 269 -157
57 272 -384
57 273 -354
57 274 -308
57 275 -372
57 276 -350
57 277 -550
57 278 -288
57 279 -400
57 280 -239
57 281 -320
57 286 -415
57 287 -160
57 290 -343
57 293 -353
57 294 -259
57 295 -417
57 298 -403
57 299 -334
57 301 -246
57 302 -267
57 304 -279
57 305 -300
57 306 -263
57 307 -316
57 308 -405
57 309 -229
57 310 -719
57 311 -297
57 312 -519
57 313 -294
57 314 -935
57 316 -265
57 319 -403
57 320 -70
57 321 -292
57 322 -436
57 323 -351
57 324 -193
57 325 -323
57 326 -331
57 328 -216
57 329 -356
57 330 -378
57 331 -200
57 334 -355
57 335 -258
57 336 -371
57 337 -322
57 339 -336
57 341 -531
57 342 -436
57 343 -380
57 344 -296
57 345 -278
57 346 -240
57 347 -77
57 348 -248
57 349 -377
57 350 -354
57 352 -358
57 353 -605
57 354 -333
57 355 -352
57 356 -275
57 358 -431
57 360 -247
57 361 -322
57 364 -121
57 365 -325
57 366 -333
57 367 -278
57 368 -162
57 369 -267
57 370 -332
57 371 -266
57 372 -293
57 373 -294
57 374 -348
57 376 -414
57 377 -323
57 378 -67
57 380 -368
57 381 -406
57 382 -255
57 383 -100
57 384 -448
57 385 -1305
57 388 -350
57 389 -350
57 390 -287
57 391 -420
57 392 -271
57 393 -289
57 395 -326
57 396 -292
57 398 -279
57 399 -248
57 400 -413
57 401 -542
57 402 -310
57 403 -653
57 404 -334
57 405 -385
57 406 -356
57 407 -391
57 408 -380
57 409 -273
57 410 -253
57 411 -445
57 412 -397
57 413 -216
57 414 -383
57 415 -440
57 416 -217
57 417 -317
57 419 -288
57 420 -280
57 422 -239
57 423 -346
57 424 -232
57 425 -619
57 428 -85
57 429 -90
57 430 -350
57 431 -1325
57 432 -367
57 433 -245
57 434 -395
57 435 -342
57 437 -317
57 438 -321
57 439 -308
57 440 -436
57 441 -366
57 442 -240
57 443 -342
57 444 -274
57 445 -401
57 449 -1060
57 450 -341
57 451 -114
57 453 -210
57 454 -130
57 455 -303
70 0 -1290
70 6 -1014
70 9 -375
70 19 -360
70 26 -1702
70 27 -507
70 46 -250
70 50 -802
70 57 -435
70 68 -490
70 73 -925
70 74 -335
70 76 -382
70 78 -360
70 86 -547
70 94 -435
70 98 -181
70 100 -620
70 101 -540
70 102 -347
70 113 -460
70 123 -485
70 132 -260
70 136 -450
70 142 -1124
70 148 -215
70 153 -455
70 166 -38
70 169 -425
70 170 -257
70 178 -424
70 184 -510
70 190 -695
70 201 -1185
70 204 -496
70 207 -1154
70 212 -407
70 217 -1433
70 230 -625
70 242 -305
70 246 -585
70 251 -510
70 264 -550
70 266 -768
70 268 -529
70 269 -395
70 280 -99
70 290 -503
70 293 -1595
70 294 -234
70 298 -484
70 299 -304
70 308 -435
70 309 -184
70 314 -1540
70 323 -264
70 324 -1749
70 326 -387
70 331 -823
70 334 -1149
70 339 -196
70 342 -465
70 347 -605
70 353 -860
70 355 -551
70 358 -308
70 364 -842
70 366 -1032
70 368 -570
70 377 -373
70 378 -575
70 380 -333
70 383 -830
70 390 -1633
70 400 -172
70 401 -173
70 402 -508
70 403 -1633
70 405 -435
70 408 -1650
70 413 -295
70 414 -288
70 416 -140
70 425 -284
70 428 -490
70 429 -939
70 434 -277
70 450 -340
70 451 -413
74 0 -465
74 1 -213
74 2 -244
74 3 -80
74 4 -243
74 5 -214
74 6 -111
74 7 -174
74 8 -228
74 9 -112
74 10 -305
74 11 -193
74 12 -240
74 13 -261
74 14 -414
74 15 -49
74 16 -192
74 17 -253
74 18 -215
74 19 -105
74 20 -210
74 21 -217
74 22 -300
74 23 -155
74 24 -305
74 25 -371
74 26 -353
74 27 -100
74 28 -248
74 29 -265
74 30 -1012
74 31 -287
74 32 -130
74 33 -240
74 35 -368
74 36 -208
74 37 -889
74 38 -257
74 39 -206
74 40 -95
74 41 -215
74 43 -44
74 45 -228
74 46 -130
74 47 -283
74 48 -250
74 49 -211
74 50 -275
74 51 -224
74 52 -85
74 53 -335
74 55 -125
74 56 -340
74 57 -228
74 58 -430
74 59 -163
74 60 -261
74 61 -439
74 62 -440
74 63 -54
74 64 -279
74 65 -44
74 66 -129
74 67 -93
74 68 -105
74 69 -184
74 70 -350
74 71 -91
74 72 -235
74 73 -365
74 75 -364
74 76 -68
74 77 -180
74 78 -65
74 80 -326
74 81 -246
74 82 -149
74 83 -169
74 84 -117
74 85 -221
74 86 -60
74 87 -221
74 88 -455
74 89 -1199
74 90 -254
74 91 -270
74 92 -439
74 93 -389
74 94 -134
74 95 -63
74 96 -225
74 98 -378
74 99 -342
74 100 -145
74 101 -68
74 102 -55
74 103 -277
74 104 -326
74 105 -1035
74 106 -265
74 107 -214
74 108 -165
74 109 -48
74 110 -170
74 111 -288
74 112 -175
74 113 -221
74 114 -356
74 115 -188
74 116 -320
74 117 -195
74 119 -145
74 121 -335
74 122 -348
74 123 -62
74 124 -499
74 125 -116
74 126 -292
74 127 -98
74 128 -188
74 129 -60
74 130 -205
74 131 -150
74 132 -272
74 133 -325
74 134 -233
74 135 -386
74 136 -175
74 137 -168
74 138 -420
74 139 -165
74 140 -216
74 141 -672
74 142 -212
74 143 -47
74 144 -220
74 145 -278
74 146 -381
74 147 -271
74 149 -297
74 150 -197
74 152 -257
74 153 -46
74 154 -378
74 155 -300
74 156 -263
74 157 -49
74 158 -215
74 159 -106
74 160 -220
74 161 -209
74 162 -101
74 163 -213
74 164 -266
74 165 -180
74 166 -285
74 167 -210
74 168 -275
74 169 -99
74 170 -115
74 171 -265
74 172 -326
74 173 -192
74 174 -710
74 175 -222
74 176 -549
74 177 -680
74 178 -155
74 179 -157
74 180 -89
74 181 -265
74 182 -321
74 183 -460
74 184 -50
74 185 -210
74 186 -349
74 189 -229
74 190 -115
74 191 -197
74 192 -308
74 193 -141
74 194 -211
74 195 -329
74 196 -230
74 197 -150
74 198 -193
74 199 -496
74 200 -542
74 201 -42
74 202 -342
74 203 -392
74 204 -80
74 205 -717
74 207 -415
74 208 -765
74 209 -438
74 210 -273
74 211 -244
74 212 -267
74 213 -257
74 214 -187
74 215 -187
74 216 -440
74 217 -83
74 218 -870
74 219 -646
74 220 -903
74 221 -60
74 222 -237
74 223 -259
74 224 -346
74 225 -685
74 226 -180
74 227 -56
74 228 -235
74 229 -270
74 230 -225
74 231 -201
74 232 -203
74 233 -246
74 234 -254
74 235 -419
74 236 -330
74 237 -68
74 238 -285
74 239 -652
74 240 -95
74 241 -95
74 242 -175
74 243 -352
74 244 -120
74 245 -242
74 246 -253
74 247 -60
74 248 -248
74 249 -211
74 250 -191
74 251 -43
74 252 -125
74 253 -194
74 255 -156
74 256 -78
74 257 -183
74 258 -330
74 259 -267
74 260 -251
74 261 -359
74 262 -429
74 263 -235
74 264 -94
74 265 -225
74 266 -174
74 267 -320
74 268 -39
74 269 -80
74 270 -209
74 271 -284
74 272 -211
74 273 -349
74 274 -47
74 275 -283
74 276 -230
74 277 -321
74 278 -368
74 279 -211
74 280 -121
74 281 -274
74 282 -160
74 283 -520
74 284 -197
74 286 -126
74 287 -420
74 288 -260
74 289 -266
74 290 -75
74 291 -209
74 292 -238
74 293 -138
74 294 -115
74 295 -115
74 296 -226
74 297 -986
74 298 -115
74 299 -254
74 300 -364
74 301 -289
74 302 -270
74 303 -293
74 304 -122
74 305 -80
74 306 -310
74 307 -253
74 308 -140
74 309 -112
74 310 -189
74 311 -322
74 312 -178
74 313 -242
74 314 -211
74 315 -175
74 316 -357
74 317 -203
74 318 -499
74 319 -125
74 320 -508
74 321 -44
74 322 -1141
74 323 -109
74 324 -215
74 325 -332
74 326 -75
74 327 -345
74 328 -303
74 330 -139
74 331 -255
74 332 -330
74 333 -297
74 334 -425
74 335 -683
74 336 -124
74 337 -225
74 338 -439
74 339 -245
74 340 -605
74 341 -159
74 342 -105
74 344 -225
74 345 -389
74 346 -336
74 347 -268
74 348 -249
74 350 -113
74 351 -285
74 352 -106
74 353 -300
74 354 -66
74 355 -91
74 356 -255
74 357 -262
74 359 -305
74 360 -262
74 361 -63
74 362 -231
74 363 -217
74 364 -202
74 365 -254
74 366 -167
74 367 -255
74 368 -266
74 369 -270
74 370 -342
74 371 -1206
74 372 -341
74 373 -293
74 374 -344
74 375 -350
74 376 -148
74 378 -341
74 379 -253
74 381 -130
74 382 -243
74 383 -256
74 384 -363
74 385 -240
74 386 -1281
74 387 -356
74 388 -216
74 389 -200
74 390 -97
74 391 -545
74 392 -696
74 393 -46
74 394 -237
74 395 -59
74 396 -90
74 398 -167
74 399 -322
74 400 -283
74 401 -390
74 402 -60
74 403 -190
74 404 -262
74 405 -299
74 406 -100
74 407 -219
74 408 -145
74 409 -296
74 410 -678
74 411 -254
74 412 -337
74 413 -270
74 414 -268
74 415 -52
74 416 -86
74 417 -59
74 418 -186
74 419 -220
74 420 -111
74 421 -176
74 422 -303
74 423 -236
74 424 -258
74 425 -314
74 426 -960
74 427 -219
74 428 -269
74 429 -380
74 430 -350
74 431 -875
74 432 -232
74 433 -414
74 434 -98
74 436 -250
74 437 -257
74 438 -64
74 439 -398
74 440 -168
74 441 -119
74 442 -665
74 443 -250
74 444 -109
74 445 -110
74 446 -670
74 447 -205
74 448 -374
74 449 -205
74 451 -139
74 452 -307
74 453 -405
74 455 -334
86 0 -700
86 1 -258
86 2 -260
86 4 -348
86 5 -231
86 6 -165
86 7 -298
86 8 -231
86 9 -153
86 10 -371
86 11 -183
86 12 -220
86 13 -276
86 14 -529
86 15 -137
86 16 -139
86 17 -283
86 18 -170
86 19 -92
86 20 -200
86 21 -199
86 22 -297
86 23 -240
86 26 -382
86 27 -70
86 28 -230
86 29 -407
86 32 -232
86 33 -255
86 36 -253
86 38 -326
86 39 -204
86 40 -177
86 41 -253
86 43 -203
86 45 -341
86 46 -112
86 47 -335
86 48 -190
86 49 -256
86 50 -290
86 51 -194
86 52 -194
86 53 -386
86 54 -276
86 55 -163
86 56 -400
86 57 -339
86 59 -220
86 60 -360
86 61 -1811
86 62 -360
86 63 -165
86 64 -407
86 65 -162
86 66 -206
86 68 -71
86 69 -199
86 70 -835
86 71 -194
86 72 -356
86 74 -60
86 76 -42
86 77 -215
86 78 -45
86 80 -359
86 81 -285
86 82 -313
86 83 -197
86 84 -170
86 85 -191
86 87 -191
86 90 -265
86 91 -445
86 92 -674
86 94 -157
86 96 -214
86 97 -274
86 99 -310
86 100 -188
86 101 -184
86 102 -60
86 103 -317
86 104 -411
86 106 -330
86 107 -212
86 108 -130
86 109 -157
86 110 -225
86 111 -386
86 112 -227
86 113 -341
86 115 -360
86 116 -380
86 117 -160
86 119 -128
86 120 -172
86 121 -443
86 123 -197
86 124 -1496
86 125 -248
86 126 -399
86 127 -216
86 128 -207
86 129 -146
86 130 -187
86 131 -195
86 132 -240
86 133 -358
86 134 -269
86 136 -155
86 137 -314
86 138 -708
86 139 -144
86 140 -235
86 142 -206
86 144 -196
86 145 -348
86 147 -446
86 149 -452
86 150 -255
86 152 -361
86 153 -154
86 154 -728
86 156 -308
86 157 -156
86 158 -160
86 159 -168
86 160 -220
86 161 -198
86 162 -148
86 163 -214
86 164 -620
86 165 -165
86 166 -250
86 167 -252
86 168 -290
86 169 -150
86 170 -98
86 171 -407
86 172 -383
86 173 -307
86 175 -197
86 176 -666
86 178 -167
86 180 -230
86 181 -285
86 182 -372
86 184 -149
86 185 -255
86 187 -177
86 188 -225
86 189 -209
86 190 -235
86 191 -236
86 192 -378
86 193 -270
86 194 -190
86 195 -352
86 196 -182
86 197 -175
86 198 -289
86 200 -656
86 201 -146
86 202 -387
86 204 -193
86 207 -724
86 210 -250
86 211 -271
86 212 -247
86 214 -455
86 215 -192
86 217 -192
86 219 -732
86 221 -193
86 222 -235
86 223 -295
86 224 -370
86 226 -165
86 227 -173
86 228 -356
86 229 -290
86 230 -260
86 232 -230
86 233 -265
86 234 -235
86 235 -509
86 236 -390
86 237 -173
86 238 -355
86 239 -936
86 240 -235
86 241 -194
86 242 -157
86 243 -398
86 244 -201
86 245 -267
86 246 -295
86 247 -178
86 248 -278
86 250 -211
86 251 -140
86 252 -173
86 254 -184
86 255 -272
86 256 -174
86 257 -219
86 258 -271
86 259 -282
86 260 -331
86 261 -426
86 262 -709
86 263 -233
86 264 -100
86 265 -206
86 266 -157
86 267 -270
86 268 -75
86 269 -118
86 270 -254
86 271 -336
86 272 -202
86 274 -193
86 275 -363
86 276 -230
86 278 -400
86 279 -206
86 280 -180
86 281 -315
86 282 -185
86 284 -236
86 285 -135
86 286 -191
86 288 -247
86 289 -312
86 290 -70
86 291 -207
86 292 -215
86 293 -205
86 294 -90
86 295 -236
86 296 -191
86 298 -170
86 299 -249
86 301 -359
86 302 -416
86 303 -238
86 304 -236
86 305 -184
86 306 -359
86 307 -379
86 308 -125
86 309 -200
86 312 -248
86 313 -385
86 314 -226
86 316 -417
86 317 -185
86 319 -263
86 321 -150
86 323 -82
86 324 -248
86 325 -377
86 326 -58
86 327 -680
86 328 -363
86 330 -241
86 331 -372
86 333 -497
86 336 -180
86 337 -690
86 339 -230
86 341 -162
86 342 -163
86 344 -302
86 346 -419
86 347 -313
86 348 -370
86 349 -183
86 350 -154
86 351 -355
86 352 -196
86 354 -183
86 355 -140
86 356 -430
86 357 -445
86 360 -375
86 361 -147
86 363 -200
86 364 -250
86 365 -290
86 366 -283
86 367 -350
86 368 -416
86 369 -414
86 370 -385
86 372 -377
86 373 -363
86 375 -650
86 376 -217
86 378 -364
86 379 -243
86 380 -268
86 381 -180
86 382 -418
86 383 -365
86 388 -235
86 389 -262
86 390 -243
86 393 -155
86 394 -357
86 395 -186
86 396 -212
86 398 -202
86 399 -373
86 400 -338
86 401 -375
86 402 -80
86 403 -224
86 404 -385
86 405 -295
86 406 -152
86 407 -197
86 408 -130
86 409 -426
86 411 -281
86 412 -372
86 413 -302
86 414 -283
86 416 -99
86 417 -171
86 418 -186
86 419 -342
86 420 -234
86 421 -200
86 422 -363
86 423 -275
86 424 -382
86 427 -221
86 428 -407
86 429 -669
86 430 -355
86 432 -244
86 434 -68
86 435 -266
86 436 -195
86 437 -307
86 438 -173
86 440 -264
86 441 -184
86 443 -282
86 444 -218
86 445 -225
86 447 -219
86 448 -468
86 449 -169
86 451 -245
86 452 -482
86 455 -363
94 0 -526
94 1 -268
94 2 -49
94 3 -248
94 4 -225
94 5 -221
94 6 -277
94 7 -103
94 8 -188
94 9 -273
94 10 -230
94 11 -270
94 12 -300
94 13 -65
94 14 -405
94 15 -202
94 16 -225
94 17 -212
94 18 -250
94 19 -118
94 20 -290
94 21 -237
94 22 -364
94 23 -45
94 24 -454
94 25 -675
94 26 -277
94 27 -170
94 28 -342
94 29 -329
94 30 -1092
94 31 -1250
94 32 -74
94 33 -155
94 34 -376
94 35 -354
94 36 -263
94 37 -969
94 38 -346
94 39 -303
94 40 -98
94 41 -263
94 43 -245
94 44 -335
94 45 -303
94 46 -216
94 47 -257
94 48 -312
94 49 -248
94 50 -172
94 51 -227
94 52 -170
94 53 -198
94 54 -219
94 55 -283
94 56 -325
94 57 -227
94 59 -196
94 60 -234
94 61 -402
94 62 -410
94 63 -114
94 64 -266
94 65 -118
94 66 -149
94 67 -250
94 68 -139
94 69 -248
94 70 -510
94 71 -119
94 72 -198
94 73 -745
94 74 -125
94 75 -339
94 76 -130
94 77 -289
94 78 -150
94 80 -303
94 81 -63
94 82 -109
94 83 -186
94 84 -138
94 85 -223
94 86 -141
94 89 -1045
94 90 -71
94 91 -285
94 92 -500
94 93 -369
94 95 -132
94 96 -264
94 97 -187
94 98 -527
94 99 -210
94 100 -110
94 101 -108
94 102 -148
94 103 -337
94 104 -286
94 105 -1115
94 107 -225
94 108 -269
94 109 -268
94 110 -245
94 111 -238
94 112 -246
94 113 -342
94 114 -331
94 115 -98
94 116 -278
94 117 -267
94 119 -243
94 120 -242
94 121 -332
94 122 -328
94 123 -107
94 124 -557
94 125 -258
94 126 -249
94 127 -64
94 128 -222
94 129 -259
94 130 -230
94 131 -269
94 132 -486
94 133 -206
94 134 -315
94 136 -155
94 137 -192
94 138 -534
94 139 -149
94 140 -59
94 141 -635
94 142 -108
94 143 -134
94 144 -235
94 146 -761
94 147 -291
94 149 -227
94 150 -265
94 152 -237
94 153 -143
94 154 -554
94 156 -295
94 157 -289
94 158 -250
94 159 -148
94 160 -193
94 161 -259
94 162 -133
94 163 -89
94 164 -238
94 165 -309
94 166 -384
94 167 -272
94 168 -130
94 169 -282
94 170 -198
94 171 -275
94 172 -320
94 173 -301
94 174 -630
94 175 -263
94 176 -496
94 177 -640
94 178 -55
94 179 -312
94 180 -99
94 181 -314
94 182 -294
94 183 -840
94 184 -124
94 185 -265
94 186 -294
94 187 -247
94 188 -295
94 189 -303
94 190 -76
94 191 -260
94 192 -285
94 193 -132
94 194 -235
94 195 -346
94 196 -262
94 197 -249
94 199 -462
94 200 -490
94 201 -222
94 202 -331
94 203 -409
94 204 -85
94 205 -622
94 206 -250
94 207 -360
94 208 -557
94 209 -496
94 210 -258
94 211 -45
94 212 -337
94 213 -301
94 214 -255
94 215 -267
94 216 -357
94 217 -121
94 218 -532
94 219 -600
94 220 -983
94 221 -237
94 222 -106
94 223 -159
94 224 -265
94 225 -615
94 226 -275
94 227 -245
94 228 -205
94 229 -78
94 230 -165
94 231 -328
94 232 -211
94 233 -58
94 234 -364
94 235 -525
94 236 -315
94 237 -125
94 239 -592
94 241 -55
94 242 -272
94 243 -288
94 244 -290
94 245 -55
94 246 -184
94 247 -118
94 248 -60
94 249 -256
94 250 -217
94 251 -130
94 252 -293
94 253 -184
94 254 -254
94 255 -189
94 256 -244
94 257 -263
94 258 -595
94 259 -86
94 260 -236
94 261 -300
94 262 -535
94 263 -268
94 264 -83
94 266 -155
94 267 -65
94 268 -125
94 269 -139
94 270 -264
94 271 -292
94 272 -93
94 273 -329
94 274 -115
94 275 -393
94 277 -625
94 278 -313
94 279 -196
94 280 -204
94 281 -229
94 282 -259
94 283 -522
94 284 -192
94 285 -205
94 286 -225
94 287 -378
94 288 -344
94 289 -281
94 290 -102
94 291 -229
94 292 -318
94 293 -75
94 294 -197
94 295 -311
94 296 -255
94 297 -1066
94 298 -169
94 299 -339
94 300 -352
94 301 -232
94 302 -221
94 303 -562
94 304 -45
94 305 -101
94 306 -184
94 307 -186
94 308 -144
94 309 -282
94 310 -275
94 311 -322
94 312 -200
94 313 -178
94 314 -220
94 315 -250
94 316 -302
94 317 -292
94 318 -501
94 319 -99
94 320 -386
94 321 -114
94 322 -987
94 323 -183
94 324 -141
94 325 -263
94 326 -153
94 328 -265
94 330 -305
94 331 -238
94 333 -402
94 334 -478
94 335 -646
94 336 -317
94 337 -250
94 338 -425
94 339 -340
94 341 -186
94 342 -150
94 344 -231
94 345 -363
94 346 -310
94 347 -323
94 348 -211
94 349 -253
94 350 -164
94 351 -250
94 352 -248
94 353 -680
94 354 -240
94 355 -181
94 356 -255
94 357 -326
94 358 -477
94 360 -216
94 361 -241
94 362 -221
94 363 -287
94 364 -145
94 365 -58
94 366 -55
94 367 -177
94 368 -221
94 369 -219
94 370 -280
94 371 -1314
94 372 -201
94 373 -311
94 374 -310
94 376 -370
94 377 -450
94 378 -358
94 379 -330
